YelpLeaf,YelpParent1,YelpParent2,YelpParent3,MatchLeaf,MatchParent1,MatchParent2,MatchParent3,Tradition,Self-Expression,Utilitarian,Charisma,Egalitarian,Neighborliness,Formality,Exhibitionism,Glamour,Transgression,Rationality,Locality,State,Corporateness,Ethnicity
Studio Taping,Arts & Entertainment,-,-,Live Theatres and Other Performing Arts Presenters with Facilities,-,-,-,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0
French Southwest,Restaurants,-,-,French Restaurant,-,-,-,3.8,3.0,3.0,3.0,3.0,3.0,3.2,3.0,3.75,3.0,3.0,3.0,3.0,3.0,3.0
Sugaring,Hair Removal,Beauty & Spas,-,Hair Removal,Skin & scalp services & products,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0
Sugar Shacks,Food,-,-,Maple Sugar Camps,Restaurants,-,-,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0
Sukiyaki,Japanese,Restaurants,-,Japanese Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Summer Camps,Active Life,-,-,Camps,-,-,-,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.5,3.0,3.0,3.0
Sunglasses,Eyewear & Opticians,Shopping,-,Eyeglasses & Eyewear,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Supper Clubs,Restaurants,-,-,Supper Clubs Restaurant,-,-,-,3.0,3.0,3.0,3.0,2.0,3.0,3.4,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Restaurant Supplies,Wholesalers,Professional Services,-,Restaurant Equipment & Supplies,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Surfing,Active Life,-,-,Surf Shops & Supplies,-,-,-,3.0,3.5,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.5,2.0,3.0,3.0,2.5,3.0
Surf Lifesaving,Active Life,-,-,Surf Shops & Supplies,-,-,-,3.0,3.5,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.5,2.0,3.0,3.0,2.5,3.0
Surf Schools,Specialty Schools,Education,-,Schools-Special Purpose,Specialized Schools,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Surf Shop,Fashion,Shopping,-,Surf Shops & Supplies,-,-,-,3.0,3.5,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.5,2.0,3.0,3.0,2.5,3.0
Surgeons,Doctors,Health & Medical,-,Physicians & Surgeons,Physicians & Surgeons,-,-,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
Sushi Bars,Restaurants,-,-,Sushi,Restaurants,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0
Swabian,Restaurants,-,-,Restaurants,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Swedish,Restaurants,-,-,Restaurants,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Swimming Lessons/Schools,Specialty Schools,Education,-,Swimming Instruction,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,2.0,3.0,3.0,3.0,3.0
Swimming Pools,Active Life,-,-,Swimming Pools-Public,Boats & Watersports,-,-,3.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0
Swimwear,Fashion,Shopping,-,Swimwear & Accessories-Retail,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0
Swiss Food,Restaurants,-,-,Restaurants,Restaurants,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Synagogues,Religious Organizations,-,-,Religious organizations,-,-,-,3.8,2.6,2.0,3.8,4.0,4.4,3.4,3.0,3.0,2.25,2.5,2.75,2.0,2.25,3.0
Syrian,Restaurants,-,-,Middle Eastern Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0
Szechuan,Chinese,Restaurants,-,Szechuan Restaurant,-,-,-,4.0,2.8,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.5
Tabac,Bars,Nightlife,-,Cigar Bars,-,-,-,3.2,3.0,1.6,3.0,2.0,3.6,3.8,3.4,3.5,3.0,2.75,3.25,3.0,3.0,3.25
Tabernas,Restaurants,-,-,Taverns,"Bars, Pubs & Cafes",-,-,4.0,3.0,2.0,3.0,3.5,4.0,1.5,3.0,3.0,3.0,2.0,3.5,3.0,3.0,3.0
Tablao Flamenco,Arts & Entertainment,-,-,Arts & Cultural Organizations,-,-,-,3.5,3.5,2.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.5,3.0,2.0,3.0
Tabletop Games,Shopping,-,-,Games & Game Supplies,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Tableware,Home & Garden,Shopping,-,Patio Furniture & Supplies-Retail,-,-,-,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Tacos,Mexican,Restaurants,-,Mexican Foods,Restaurants,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0,3.0,5.0
Taekwondo,Martial Arts,Fitness & Instruction,Active Life,Martial Arts & Self-Defense Instruction,-,-,-,4.0,2.5,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.5
Tai Chi,Fitness & Instruction,Active Life,-,Exercise & Physical Fitness Programs,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.4,3.2,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Taiwanese,Restaurants,-,-,Thai Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0
Taiyaki,Japanese Sweets,Food,-,Japanese Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Takoyaki,Japanese,Restaurants,-,Japanese Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Talent Agencies,Professional Services,-,-,Talent Agencies,-,-,-,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0
Tamales,Mexican,Restaurants,-,Mexican Restaurant,-,-,-,3.6,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0
Tanning,Beauty & Spas,-,-,Tanning Salons,Skin & scalp services & products,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0
Tanning Beds,Tanning,Beauty & Spas,-,Tanning Salons,Skin & scalp services & products,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0
Taoist Temples,Religious Organizations,-,-,Religious organizations,-,-,-,3.8,2.6,2.0,3.8,4.0,4.4,3.4,3.0,3.0,2.25,2.5,2.75,2.0,2.25,3.0
Tapas Bars,Restaurants,-,-,Tapas,Restaurants,-,-,4.0,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0
Tapas/Small Plates,Restaurants,-,-,Tapas,Restaurants,-,-,4.0,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0
Tasting Classes,Education,-,-,Drinking Places (Alcoholic Beverages),Food Services and Drinking Places,Accommodation and Food Services,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Tattoo,Beauty & Spas,-,-,Tattooing,-,-,-,2.0,4.5,2.0,3.0,3.0,3.0,2.5,3.0,3.0,4.5,2.0,3.0,3.0,2.0,3.0
Tattoo Removal,Doctors,Health & Medical,-,Tattoos-Removal,-,-,-,2.0,3.0,3.0,3.0,3.0,3.0,2.5,3.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0
Tavola Calda,Restaurants,-,-,Restaurants,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Taxidermy,Professional Services,-,-,Taxidermists,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Taxis,Transportation,Hotels & Travel,-,Taxis,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Tax Law,Lawyers,Professional Services,-,Tax Consultants,Taxes,-,-,3.0,2.0,4.0,2.5,3.0,2.5,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0
Tax Office,Public Services & Government,-,-,Tax Preparation Services,-,-,-,3.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0
Tax Services,Financial Services,-,-,Tax Preparation Services,-,-,-,3.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0
Traditional Chinese Medicine,Health & Medical,-,-,Clinics-Medical,Hospitals & Clinics,-,-,3.0,2.5,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
Tea Rooms,Food,-,-,Tea Rooms,-,-,-,4.0,3.0,2.0,3.0,3.5,4.0,3.5,3.0,3.0,2.5,2.5,3.5,3.0,3.0,3.0
Teacher Supplies,Shopping,-,-,Educational Teaching Aids & Supplies,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,4.0,3.0,3.0,3.0,3.0
Team Building Activities,Event Planning & Services,-,-,Professional and Management Development Training,-,-,-,3.0,3.0,3.5,3.0,3.0,3.0,3.5,3.0,3.0,2.5,4.0,3.0,3.0,3.0,3.0
Teeth Whitening,Beauty & Spas,-,-,Dentists,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Telecommunications,IT Services & Computer Repair,Local Services,-,Telecommunications-Consultants,Communications Services & Equipment,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Television Service Providers,Home Services,-,-,Television Sales & Service,-,-,-,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
Television Stations,Mass Media,-,-,Television Stations & Broadcasting Companies,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
Tempura,Japanese,Restaurants,-,Japanese Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Tenant and Eviction Law,Professional Services,-,-,Real Estate-Service Agencies,-,-,-,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
Tennis,Active Life,-,-,Tennis Courts,-,-,-,3.0,3.0,2.4,3.0,3.0,3.0,3.0,3.0,3.0,2.75,3.0,3.0,3.0,3.0,3.0
Teochew,Chinese,Restaurants,-,Chinese Restaurant,-,-,-,4.0,2.8,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Teppanyaki,Japanese,Restaurants,-,Japanese Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Test Preparation,Education,-,-,Exam preparation & tutoring,-,-,-,3.0,3.0,3.8,3.0,3.0,3.0,3.2,3.0,3.0,3.0,4.0,2.75,3.0,3.0,3.0
Tex-Mex,Restaurants,-,-,Mexican Restaurant,-,-,-,3.6,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0
Thai,Restaurants,-,-,Thai Food,Restaurants,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0
Performing Arts,Arts & Entertainment,-,-,Arts & Cultural Organizations,Artists & Entertainers,-,-,3.5,3.5,2.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.5,3.0,2.0,3.0
Themed Cafes,Cafes,Restaurants,-,Coffee Houses,"Bars, Pubs & Cafes",-,-,3.0,3.5,2.0,3.0,3.5,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Threading Services,Hair Removal,Beauty & Spas,-,Hair Removal,Skin & scalp services & products,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0
Thrift Stores,Shopping,-,-,Used Merchandise Stores,Miscellaneous Store Retailers,Retail Trade,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0
Tickets,Shopping,-,-,"Ticket Sales - Entertainment, Sports & Concerts",-,-,-,3.0,3.0,4.0,4.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.0,4.5,3.0
Tiki Bars,Bars,Nightlife,-,Drinking Places (Alcoholic Beverages),-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Tiling,Home Services,-,-,Home Builders,-,-,-,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Tires,Automotive,-,-,Tire Dealers,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Title Loans,Financial Services,-,-,Loans,-,-,-,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Tobacco Shops,Shopping,-,-,Tobacco stores,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,2.8,3.0,3.0,3.25,2.75,3.0,3.0,3.0,3.0
Tofu Shops,Specialty Food,Food,-,All Other Specialty Food Stores,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0
Tonkatsu,Japanese,Restaurants,-,Japanese Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Torshi,Food,-,-,Delicatessens,-,-,-,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Tortillas,Food,-,-,Mexican Foods,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0,3.0,5.0
Tours,Hotels & Travel,-,-,Tour Operators,-,-,-,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0
Towing,Automotive,-,-,Automobile & Truck Transporting,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Town Car Service,Transportation,Hotels & Travel,-,Community Transport & Carpooling,-,-,-,3.0,3.0,3.0,3.0,4.0,4.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Town Hall,Public Services & Government,-,-,City Hall,Government Agencies and Services,-,-,3.5,2.5,3.0,4.0,4.0,3.0,3.5,3.0,3.0,2.0,4.0,4.0,5.0,3.0,3.0
Toxicologists,Doctors,Health & Medical,-,Physicians & Surgeons,-,-,-,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
Toy Stores,Shopping,-,-,Toys-Retail,-,-,-,3.0,3.5,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0
American (Traditional),Restaurants,-,-,American Restaurant,-,-,-,3.8,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.25
Traditional Clothing,Fashion,Shopping,-,Family Clothing Stores,Clothing and Clothing Accessories Stores,Retail Trade,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
Trade Fairs,Festivals,Arts & Entertainment,-,Festivals,"Circus, Festivals & Outdoor Events",-,-,3.0,3.0,2.0,3.0,4.0,3.5,2.5,3.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0
Traditional Swedish,Restaurants,-,-,Restaurants,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Traffic Schools,Specialty Schools,Education,-,Schools-Special Purpose,Specialized Schools,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Traffic Ticketing Law,Lawyers,Professional Services,-,Traffic Ticket Defence,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Trailer Dealers,Automotive,-,-,Mobile Homes-Dealers,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Trailer Rental,Automotive,-,-,Recreational Vehicles-Renting & Leasing,-,-,-,3.0,3.0,2.5,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Trailer Repair,Automotive,-,-,Automobile Body Repairing & Painting,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Trains,Transportation,Hotels & Travel,-,Passenger Rail Transportation,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Train Stations,Hotels & Travel,-,-,Train Stations & Ticket Agencies,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Trampoline Parks,Active Life,-,-,Amusement Places,Amusement Centres,-,-,3.0,3.0,1.0,3.5,3.0,3.0,2.5,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Translation Services,Professional Services,-,-,Translation and Interpretation Services,"Other Professional, Scientific and Technical Services",-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Transmission Repair,Automotive,-,-,Automobile Body Repairing & Painting,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Transportation,Hotels & Travel,-,-,Travel agencies,-,-,-,3.0,3.0,2.4,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.0,3.0,3.0
Tras-os-Montes,Portuguese,Restaurants,-,Portuguese Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0
Trattorie,Restaurants,-,-,Italian Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Travel Agents,Travel Services,Hotels & Travel,-,Travel agencies,-,-,-,3.0,3.0,2.4,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.0,3.0,3.0
Travel Services,Hotels & Travel,-,-,Travel agencies,-,-,-,3.0,3.0,2.4,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.0,3.0,3.0
Tree Services,Home Services,-,-,Tree Consultants,-,-,-,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,4.0,3.0,3.0,3.0
Trinidadian,Caribbean,Restaurants,-,Caribbean Restaurant,-,-,-,4.0,2.8,3.0,3.0,3.0,3.0,3.0,3.4,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Trivia Hosts,Event Planning & Services,-,-,Event Planning,-,-,-,3.0,3.0,3.5,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Trophy Shops,Shopping,-,-,Trophies-Retail,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Tropical Medicine,Doctors,Health & Medical,-,Physicians & Surgeons,-,-,-,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
Truck Rental,Automotive,-,-,Automobile & Truck Transporting,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Commercial Truck Dealers,Automotive,-,-,Truck Dealers,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Commercial Truck Repair,Automotive,-,-,Automobile Body Repairing & Painting,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Tubing,Active Life,-,-,Fitness and Recreational Sports Centres,Other Amusement and Recreation Industries,"Amusement, Gambling and Recreation Industries","Arts, Entertainment and Recreation",3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.5,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Tui Na,Traditional Chinese Medicine,Health & Medical,-,Clinics-Medical,Hospitals & Clinics,-,-,3.0,2.5,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
Turkish,Restaurants,-,-,Restaurants,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Turkish Ravioli,Turkish,Restaurants,-,Restaurants,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Tuscan,Italian,Restaurants,-,Italian Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Tutoring Centers,Education,-,-,Tutoring,Academic,-,-,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0
TV Mounting,Local Services,-,-,Television Sales & Service,"Videos, Movies & Television",-,-,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
Udon,Japanese,Restaurants,-,Japanese Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Ukrainian,Restaurants,-,-,Restaurants,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Ultrasound Imaging Centers,Health & Medical,-,-,X-Ray Laboratories-Medical & Dental,"Medical Products, Equipment & Services",-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Unagi,Japanese,Restaurants,-,Japanese Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Undersea/Hyperbaric Medicine,Doctors,Health & Medical,-,Physicians & Surgeons,Physicians & Surgeons,-,-,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
Uniforms,Shopping,-,-,Uniforms,-,-,-,3.5,2.0,4.0,2.0,3.5,2.0,4.0,2.0,2.0,2.0,3.5,3.0,3.0,3.0,2.0
University Housing,Real Estate,Home Services,-,House Rentals,-,-,-,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0
Unofficial Yelp Events,Local Flavor,-,-,Recreational (except Hunting and Fishing) and Vacation Camps,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Urgent Care,Health & Medical,-,-,Hospitals,Hospitals & Clinics,-,-,3.0,2.0,3.0,3.0,4.0,2.5,3.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,2.5
Urologists,Doctors,Health & Medical,-,Physicians & Surgeons,-,-,-,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
Used Bookstore,Shopping,-,-,Book Dealers-Used & Rare,Books,-,-,5.0,3.5,2.5,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.5,3.0,2.5,3.0
Used Car Dealers,Automotive,-,-,Used Car Dealers,-,-,-,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
Utilities,Home Services,-,-,Home Centres,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Uzbek,Restaurants,-,-,Restaurants,Restaurants,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Vacation Rentals,Hotels & Travel,-,-,Tourist Accomodations,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Vacation Rental Agents,Hotels & Travel,-,-,Tourist Accomodations,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Valet Services,Event Planning & Services,-,-,Valet Service,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Vape Shops,Shopping,-,-,"Cigar, Cigarette & Tobacco Dealers-Retail",-,-,-,3.5,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0
Vascular Medicine,Doctors,Health & Medical,-,Physicians & Surgeons,-,-,-,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
Vegan,Restaurants,-,-,Vegetarian & Vegan Foods,-,-,-,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0
